,job_title,salary_usd,experience_level,employment_type,company_location,company_size,required_skills,education_required,years_experience,industry,company_name,post_date,year,remote_category
11246,Data Engineer,108529,MI,CT,Norway,M,"NLP, Kubernetes, MLOps, PyTorch, Spark",Master,2,Real Estate,DeepTech Ventures,2024-12-28,2024,Hybrid
11247,Computer Vision Engineer,42031,EN,FT,Finland,M,"PyTorch, Mathematics, SQL, Computer Vision",Bachelor,0,Transportation,Neural Networks Co,2024-02-08,2024,Hybrid
11248,NLP Engineer,88931,SE,CT,Finland,M,"Data Visualization, Scala, PyTorch",Master,8,Transportation,Neural Networks Co,2024-03-27,2024,Hybrid
11249,Autonomous Systems Engineer,157226,SE,FL,Germany,L,"Linux, NLP, Git, GCP, Statistics",Master,5,Retail,AI Innovations,2024-08-22,2024,Hybrid
11250,AI Architect,95367,EN,PT,Netherlands,L,"SQL, Scala, Statistics",Bachelor,1,Automotive,Machine Intelligence Group,2024-08-21,2024,On-Site
11251,ML Ops Engineer,82459,SE,PT,Japan,S,"Python, GCP, Scala, SQL",Master,8,Automotive,Neural Networks Co,2024-05-12,2024,Hybrid
11252,Research Scientist,60157,EN,PT,Canada,L,"Azure, Computer Vision, MLOps, NLP, Git",Bachelor,0,Real Estate,AI Innovations,2024-10-25,2024,Hybrid
11253,Research Scientist,205761,EX,CT,Japan,L,"Java, Data Visualization, R",PhD,10,Finance,DataVision Ltd,2024-11-28,2024,Hybrid
11254,AI Architect,83779,MI,FT,Singapore,M,"R, SQL, PyTorch, TensorFlow, Python",Associate,4,Retail,Digital Transformation LLC,2024-03-10,2024,Hybrid
11255,AI Architect,85119,SE,FT,Ireland,S,"Spark, Linux, MLOps",Bachelor,9,Consulting,Algorithmic Solutions,2024-02-16,2024,Remote
11256,AI Specialist,105008,MI,CT,France,L,"Deep Learning, Scala, Git, Azure, Java",Bachelor,4,Education,Smart Analytics,2024-01-10,2024,Hybrid
11257,Machine Learning Researcher,86923,EN,PT,Netherlands,L,"R, Statistics, Git",PhD,0,Automotive,Digital Transformation LLC,2024-10-01,2024,Hybrid
11258,AI Product Manager,107778,EX,FT,Israel,S,"TensorFlow, Deep Learning, Kubernetes, Computer Vision",Bachelor,10,Telecommunications,Cloud AI Solutions,2024-05-18,2024,On-Site
11259,AI Consultant,129617,SE,CT,Australia,M,"Computer Vision, MLOps, Git, Hadoop, Python",Bachelor,5,Retail,Cloud AI Solutions,2024-04-12,2024,Remote
11260,ML Ops Engineer,106060,SE,PT,Japan,M,"Git, PyTorch, Data Visualization",PhD,8,Automotive,DataVision Ltd,2025-04-01,2025,Hybrid
11261,AI Product Manager,148260,EX,FL,Japan,M,"Spark, SQL, GCP",PhD,15,Technology,Autonomous Tech,2024-01-02,2024,On-Site
11262,AI Architect,47502,EN,CT,India,L,"Linux, MLOps, Kubernetes",Associate,1,Energy,Cloud AI Solutions,2024-07-06,2024,Remote
11263,Autonomous Systems Engineer,50183,EN,FT,Ireland,L,"Hadoop, SQL, Deep Learning",PhD,0,Automotive,Digital Transformation LLC,2024-10-23,2024,Hybrid
11264,Computer Vision Engineer,110957,EN,PT,Norway,L,"MLOps, SQL, Mathematics, Scala, Deep Learning",PhD,1,Telecommunications,Future Systems,2025-01-19,2025,Remote
11265,Robotics Engineer,119820,MI,FL,United States,L,"MLOps, Python, Git",Master,2,Media,DataVision Ltd,2024-10-27,2024,On-Site
11266,AI Specialist,42137,EN,FL,South Korea,M,"Kubernetes, Java, NLP",Bachelor,0,Education,Neural Networks Co,2024-02-05,2024,Remote
11267,Machine Learning Researcher,46718,EN,FT,South Korea,L,"Azure, Scala, Computer Vision",PhD,0,Retail,Future Systems,2024-03-28,2024,On-Site
11268,AI Consultant,84407,EN,FT,Germany,L,"Azure, Tableau, Computer Vision, Deep Learning",Associate,1,Manufacturing,Quantum Computing Inc,2025-04-30,2025,Hybrid
11269,Data Analyst,83387,MI,FL,Sweden,M,"Python, Docker, Statistics, Mathematics, Java",Master,4,Healthcare,Algorithmic Solutions,2025-01-17,2025,Remote
11270,Data Engineer,120913,SE,PT,Germany,S,"Hadoop, GCP, PyTorch",Master,8,Transportation,DataVision Ltd,2025-04-07,2025,On-Site
11271,Machine Learning Researcher,114529,EX,CT,Austria,S,"Mathematics, Data Visualization, Kubernetes, NLP",PhD,17,Government,Future Systems,2025-03-30,2025,Hybrid
11272,AI Research Scientist,115630,SE,FL,France,L,"Linux, Python, MLOps, Statistics",PhD,6,Media,Cognitive Computing,2024-06-09,2024,Hybrid
11273,AI Product Manager,131108,EX,FT,Australia,S,"Data Visualization, Mathematics, TensorFlow, Scala",Master,16,Consulting,Machine Intelligence Group,2024-12-22,2024,Remote
11274,AI Consultant,170973,EX,PT,Sweden,S,"Azure, Kubernetes, Mathematics",Bachelor,10,Media,DataVision Ltd,2024-01-26,2024,Remote
11275,ML Ops Engineer,70668,EN,FT,Germany,L,"Deep Learning, Mathematics, Docker",Associate,0,Automotive,Cloud AI Solutions,2025-03-30,2025,Remote
11276,AI Product Manager,257028,EX,FL,Germany,L,"R, NLP, Python, TensorFlow, MLOps",Master,10,Real Estate,TechCorp Inc,2025-01-06,2025,Remote
11277,Data Analyst,50189,EN,PT,Finland,M,"Statistics, R, Data Visualization, Spark",Associate,0,Manufacturing,DataVision Ltd,2024-11-29,2024,Hybrid
11278,Computer Vision Engineer,84706,SE,CT,South Korea,L,"GCP, SQL, Computer Vision, Azure, Scala",PhD,6,Transportation,Smart Analytics,2024-04-28,2024,Hybrid
11279,Robotics Engineer,154198,EX,CT,Austria,L,"AWS, Azure, PyTorch, Spark",Master,13,Consulting,Predictive Systems,2024-08-02,2024,On-Site
11280,Research Scientist,134333,EX,FT,Israel,S,"Kubernetes, Python, GCP, Statistics, Deep Learning",Associate,14,Automotive,Algorithmic Solutions,2025-02-22,2025,Hybrid
11281,AI Software Engineer,142150,MI,PT,Norway,M,"Scala, Linux, Statistics",Bachelor,3,Media,DeepTech Ventures,2025-01-13,2025,Hybrid
11282,Data Analyst,219748,EX,FL,Canada,L,"Linux, Scala, R, Azure, Hadoop",Master,19,Manufacturing,Machine Intelligence Group,2024-12-16,2024,On-Site
11283,Robotics Engineer,92762,MI,FT,Singapore,M,"AWS, Linux, Mathematics, TensorFlow",Master,2,Automotive,Advanced Robotics,2024-10-27,2024,Remote
11284,AI Product Manager,71281,MI,CT,United Kingdom,S,"MLOps, Python, TensorFlow, Docker",PhD,4,Retail,Algorithmic Solutions,2024-11-11,2024,Remote
11285,Deep Learning Engineer,126281,MI,FL,Norway,S,"Java, Statistics, Data Visualization, R, NLP",Bachelor,2,Education,TechCorp Inc,2024-03-20,2024,Hybrid
11286,Robotics Engineer,74753,EN,PT,Singapore,L,"Java, Git, Azure, Mathematics",PhD,1,Retail,Algorithmic Solutions,2024-07-10,2024,On-Site
11287,Robotics Engineer,96109,SE,FL,South Korea,L,"Python, R, AWS, GCP",Bachelor,6,Retail,Future Systems,2025-02-04,2025,Hybrid
11288,AI Research Scientist,133509,EX,PT,Germany,S,"R, Linux, Computer Vision, Kubernetes, GCP",PhD,12,Technology,AI Innovations,2024-09-28,2024,On-Site
11289,ML Ops Engineer,80569,MI,FL,Canada,L,"Spark, Computer Vision, Python, Deep Learning",PhD,3,Real Estate,Algorithmic Solutions,2024-01-31,2024,Hybrid
11290,NLP Engineer,232101,EX,FT,Switzerland,L,"TensorFlow, PyTorch, Statistics, GCP",Master,15,Finance,Cloud AI Solutions,2024-06-12,2024,Hybrid
11291,Data Analyst,344471,EX,CT,United States,L,"AWS, Hadoop, Git, SQL",Bachelor,15,Retail,Autonomous Tech,2024-09-10,2024,Hybrid
11292,AI Software Engineer,159280,MI,FL,Norway,L,"Hadoop, R, TensorFlow",Bachelor,3,Government,Algorithmic Solutions,2024-06-03,2024,On-Site
11293,NLP Engineer,83948,SE,FT,China,L,"Scala, GCP, Python, MLOps, Deep Learning",Bachelor,5,Gaming,Future Systems,2024-11-19,2024,Hybrid
11294,Machine Learning Engineer,111432,SE,FT,Sweden,M,"NLP, SQL, Spark, Azure, Deep Learning",Master,9,Energy,TechCorp Inc,2025-04-01,2025,Hybrid
11295,Deep Learning Engineer,157537,EX,PT,India,S,"Scala, Python, Kubernetes",Associate,15,Manufacturing,Advanced Robotics,2024-10-21,2024,Remote
11296,Data Scientist,242446,EX,FT,Canada,L,"R, NLP, Deep Learning, Tableau",PhD,16,Gaming,Smart Analytics,2024-05-24,2024,Hybrid
11297,Machine Learning Engineer,43755,EN,FL,China,S,"Computer Vision, Docker, AWS",Master,1,Manufacturing,DataVision Ltd,2024-02-06,2024,On-Site
11298,Autonomous Systems Engineer,84937,SE,CT,Ireland,M,"GCP, Java, Git",Master,9,Education,Future Systems,2025-04-22,2025,Remote
11299,Machine Learning Engineer,186608,EX,CT,India,L,"Deep Learning, GCP, Azure, Scala, Mathematics",Bachelor,17,Energy,Neural Networks Co,2024-12-01,2024,Remote
11300,AI Software Engineer,282592,EX,CT,Sweden,L,"Deep Learning, Hadoop, Scala",PhD,17,Media,Cognitive Computing,2024-04-12,2024,Remote
11301,AI Architect,98277,MI,PT,Singapore,L,"Python, Linux, SQL",Bachelor,3,Technology,Autonomous Tech,2024-06-07,2024,Remote
11302,Head of AI,118958,MI,PT,United States,L,"TensorFlow, MLOps, Python, Git",Bachelor,2,Finance,Algorithmic Solutions,2024-01-01,2024,Remote
11303,Machine Learning Researcher,322600,EX,FT,Denmark,M,"PyTorch, Docker, SQL",Bachelor,14,Government,Cloud AI Solutions,2024-06-29,2024,Hybrid
11304,Data Scientist,85139,SE,FT,South Korea,M,"Spark, Tableau, Data Visualization",PhD,6,Transportation,Quantum Computing Inc,2024-04-17,2024,Hybrid
11305,Autonomous Systems Engineer,157579,SE,FL,United States,S,"NLP, Linux, Azure, Git, AWS",PhD,6,Government,Neural Networks Co,2024-12-18,2024,Remote
11306,Research Scientist,128052,SE,CT,France,S,"Deep Learning, Data Visualization, Docker",PhD,5,Healthcare,Machine Intelligence Group,2025-03-27,2025,Hybrid
11307,AI Product Manager,136450,SE,FT,Singapore,M,"Scala, PyTorch, Computer Vision, Mathematics",Bachelor,6,Consulting,Cognitive Computing,2024-01-26,2024,Hybrid
11308,NLP Engineer,81730,EN,FL,Denmark,M,"Scala, Linux, MLOps, Data Visualization",Bachelor,0,Automotive,AI Innovations,2025-01-30,2025,Hybrid
11309,AI Software Engineer,176762,EX,PT,Canada,M,"Hadoop, Python, Tableau, Mathematics",Associate,13,Real Estate,Quantum Computing Inc,2024-08-25,2024,On-Site
11310,Machine Learning Engineer,66420,EN,PT,France,L,"Linux, Python, TensorFlow",PhD,0,Government,Cognitive Computing,2024-03-28,2024,On-Site
11311,Computer Vision Engineer,70010,MI,FL,Austria,S,"Java, R, Statistics, SQL",Bachelor,2,Healthcare,AI Innovations,2024-07-29,2024,Remote
11312,NLP Engineer,102011,SE,FT,France,S,"Hadoop, Azure, TensorFlow, Mathematics",PhD,9,Retail,Cognitive Computing,2024-03-04,2024,On-Site
11313,AI Product Manager,54356,EN,FT,Australia,S,"R, Python, Kubernetes, Tableau, Mathematics",Bachelor,0,Retail,Advanced Robotics,2024-02-22,2024,Hybrid
11314,Autonomous Systems Engineer,93158,MI,CT,Germany,M,"Python, AWS, TensorFlow, Git, Docker",Bachelor,4,Energy,TechCorp Inc,2024-02-26,2024,On-Site
11315,Research Scientist,95952,EN,PT,Norway,L,"Scala, Data Visualization, Azure, TensorFlow, Statistics",Master,0,Finance,Future Systems,2024-04-12,2024,On-Site
11316,NLP Engineer,88957,SE,FT,China,S,"MLOps, Kubernetes, Scala",Bachelor,7,Energy,Cloud AI Solutions,2025-04-17,2025,On-Site
11317,Robotics Engineer,182818,EX,PT,China,L,"Spark, Kubernetes, SQL, Data Visualization",Master,14,Gaming,Digital Transformation LLC,2024-07-06,2024,On-Site
11318,Data Scientist,259702,EX,PT,Denmark,M,"Docker, Spark, Statistics",Bachelor,17,Telecommunications,Machine Intelligence Group,2025-02-22,2025,Hybrid
11319,AI Research Scientist,169541,SE,PT,Denmark,L,"Scala, Python, Spark",Master,5,Automotive,Algorithmic Solutions,2024-12-31,2024,On-Site
11320,AI Architect,189092,EX,FL,Norway,S,"Azure, GCP, Java, PyTorch",Master,15,Technology,Cloud AI Solutions,2024-09-09,2024,Hybrid
11321,Robotics Engineer,88475,EN,CT,Denmark,S,"Mathematics, Scala, Hadoop",Associate,1,Energy,Advanced Robotics,2024-08-24,2024,On-Site
11322,Computer Vision Engineer,118591,SE,CT,France,S,"Tableau, GCP, Kubernetes, Mathematics",Bachelor,7,Manufacturing,Autonomous Tech,2024-12-18,2024,Remote
11323,AI Architect,187923,EX,CT,South Korea,L,"TensorFlow, R, Java",Master,19,Government,Digital Transformation LLC,2024-02-11,2024,Hybrid
11324,Autonomous Systems Engineer,112926,EX,FT,Israel,S,"NLP, TensorFlow, MLOps, Python",PhD,17,Consulting,Autonomous Tech,2024-06-09,2024,Remote
11325,ML Ops Engineer,143179,SE,FT,Norway,S,"Kubernetes, AWS, SQL, Docker, Computer Vision",Associate,5,Gaming,Machine Intelligence Group,2024-04-24,2024,On-Site
11326,Data Analyst,98677,EX,FL,China,S,"Computer Vision, SQL, GCP, Linux",Bachelor,19,Transportation,TechCorp Inc,2025-04-30,2025,Hybrid
11327,Computer Vision Engineer,50795,EN,PT,Japan,S,"Python, Docker, Linux, Tableau, Statistics",Associate,0,Finance,Cognitive Computing,2025-01-03,2025,Remote
11328,Robotics Engineer,201135,EX,FL,Denmark,M,"Git, Docker, Scala, PyTorch",Master,15,Media,Digital Transformation LLC,2024-12-23,2024,Remote
11329,Data Scientist,92796,SE,CT,Finland,L,"Python, Spark, Data Visualization, Scala, Tableau",Bachelor,5,Telecommunications,Quantum Computing Inc,2024-02-03,2024,On-Site
11330,Deep Learning Engineer,138328,SE,PT,Netherlands,L,"AWS, GCP, Kubernetes, SQL",Bachelor,8,Automotive,DataVision Ltd,2024-12-06,2024,Remote
11331,Computer Vision Engineer,85581,MI,PT,Canada,L,"Git, PyTorch, MLOps",Bachelor,4,Government,Quantum Computing Inc,2024-03-17,2024,Hybrid
11332,Data Analyst,86469,MI,PT,United Kingdom,M,"Scala, Spark, Python, Kubernetes, GCP",Master,2,Gaming,AI Innovations,2025-02-13,2025,On-Site
11333,NLP Engineer,67479,MI,PT,Austria,S,"Python, TensorFlow, Git, GCP, Spark",Bachelor,3,Transportation,Quantum Computing Inc,2024-12-13,2024,Hybrid
11334,Machine Learning Engineer,56242,MI,PT,South Korea,S,"Python, Kubernetes, Tableau",Master,3,Telecommunications,Smart Analytics,2024-08-17,2024,Hybrid
11335,AI Research Scientist,119695,EX,CT,Austria,M,"Java, R, GCP, Spark",PhD,19,Transportation,Predictive Systems,2024-10-10,2024,On-Site
11336,AI Architect,84836,MI,PT,South Korea,L,"GCP, Mathematics, Data Visualization, Computer Vision",Bachelor,3,Healthcare,Digital Transformation LLC,2025-01-30,2025,On-Site
11337,AI Software Engineer,63353,EN,FL,France,S,"Computer Vision, Hadoop, NLP, GCP, SQL",Bachelor,1,Gaming,Smart Analytics,2024-03-24,2024,Hybrid
11338,Computer Vision Engineer,143695,SE,FT,Switzerland,S,"Python, MLOps, Java, Kubernetes, Hadoop",Bachelor,6,Real Estate,Autonomous Tech,2025-03-30,2025,On-Site
11339,Data Scientist,108630,MI,CT,Denmark,L,"Java, Hadoop, Data Visualization, Python",Associate,3,Media,Advanced Robotics,2024-04-12,2024,Hybrid
11340,Data Analyst,199538,EX,CT,United States,S,"NLP, SQL, Linux",Bachelor,19,Healthcare,DeepTech Ventures,2024-09-15,2024,On-Site
11341,Data Scientist,85963,MI,FT,United Kingdom,S,"MLOps, Linux, PyTorch, TensorFlow, Kubernetes",Bachelor,4,Manufacturing,Smart Analytics,2025-01-09,2025,On-Site
11342,AI Software Engineer,55900,EN,PT,Sweden,S,"SQL, Kubernetes, Spark, Scala, AWS",Master,1,Finance,Future Systems,2024-07-28,2024,Remote
11343,Deep Learning Engineer,137623,SE,PT,Australia,S,"Scala, Tableau, PyTorch, SQL",Associate,7,Energy,Quantum Computing Inc,2024-04-13,2024,Remote
11344,AI Architect,167956,SE,FL,Switzerland,S,"Data Visualization, Tableau, Linux",Bachelor,6,Transportation,DataVision Ltd,2024-05-15,2024,Hybrid
11345,AI Software Engineer,206122,SE,CT,Switzerland,M,"SQL, MLOps, R",Master,8,Gaming,Future Systems,2024-10-26,2024,On-Site
11346,AI Consultant,72917,SE,CT,Finland,S,"R, Kubernetes, Python",Associate,8,Finance,Cloud AI Solutions,2024-04-04,2024,On-Site
11347,AI Architect,223318,EX,CT,United States,L,"Java, Scala, Deep Learning",Bachelor,15,Consulting,Neural Networks Co,2024-03-16,2024,Hybrid
11348,NLP Engineer,189873,SE,PT,Switzerland,M,"NLP, Java, Hadoop",Master,6,Energy,DataVision Ltd,2025-01-17,2025,Hybrid
11349,Principal Data Scientist,73393,MI,PT,Israel,M,"MLOps, Java, Azure, AWS",PhD,3,Healthcare,Advanced Robotics,2024-11-27,2024,Remote
11350,Autonomous Systems Engineer,67415,MI,FT,Finland,M,"AWS, R, Docker, Azure, GCP",PhD,4,Real Estate,Predictive Systems,2024-06-01,2024,Remote
11351,Robotics Engineer,85021,MI,CT,Sweden,S,"SQL, Python, AWS, PyTorch, TensorFlow",Master,2,Transportation,Advanced Robotics,2024-03-06,2024,Remote
11352,AI Research Scientist,74913,EN,FL,Switzerland,M,"Java, SQL, PyTorch",PhD,0,Finance,Advanced Robotics,2024-12-07,2024,Hybrid
11353,Autonomous Systems Engineer,182110,EX,FT,Japan,L,"TensorFlow, Linux, NLP, Docker, Scala",Bachelor,14,Government,Quantum Computing Inc,2024-10-11,2024,Remote
11354,Data Analyst,92532,SE,CT,Japan,M,"AWS, Spark, SQL, Kubernetes, Python",Bachelor,9,Consulting,TechCorp Inc,2024-09-27,2024,Hybrid
11355,AI Software Engineer,80873,MI,CT,India,L,"Data Visualization, Azure, Python, PyTorch, Mathematics",PhD,2,Healthcare,Advanced Robotics,2024-08-17,2024,On-Site
11356,NLP Engineer,277441,EX,FT,Switzerland,S,"PyTorch, Python, AWS, Computer Vision",Master,11,Media,Autonomous Tech,2024-06-11,2024,Remote
11357,Machine Learning Engineer,66847,MI,CT,Austria,S,"Docker, Azure, GCP, Mathematics",Associate,2,Technology,Future Systems,2025-03-15,2025,Hybrid
11358,AI Architect,64298,EN,FL,Singapore,S,"Python, Tableau, GCP",Associate,0,Technology,Algorithmic Solutions,2024-06-22,2024,Hybrid
11359,Deep Learning Engineer,141209,EX,CT,Japan,M,"Spark, SQL, Python",Associate,11,Energy,Quantum Computing Inc,2024-04-13,2024,On-Site
11360,Data Analyst,81095,EN,FT,United States,M,"Statistics, Python, TensorFlow, Scala, MLOps",Bachelor,0,Technology,AI Innovations,2025-04-06,2025,Hybrid
11361,NLP Engineer,72417,SE,CT,Japan,M,"SQL, Java, AWS, Linux, Tableau",PhD,5,Finance,Smart Analytics,2024-08-11,2024,On-Site
11362,Computer Vision Engineer,117629,MI,PT,Norway,L,"Spark, Mathematics, Hadoop, Git, Computer Vision",PhD,4,Consulting,Quantum Computing Inc,2024-01-26,2024,Remote
11363,AI Research Scientist,86428,MI,FL,Norway,S,"SQL, PyTorch, Statistics, Scala",Associate,3,Government,Algorithmic Solutions,2024-04-12,2024,On-Site
11364,Data Analyst,190915,EX,FL,United States,S,"Scala, SQL, MLOps, Docker, Azure",Master,16,Education,DeepTech Ventures,2024-03-04,2024,Remote
11365,Computer Vision Engineer,159878,SE,PT,Norway,M,"Hadoop, Scala, Kubernetes, Computer Vision, MLOps",PhD,6,Transportation,Machine Intelligence Group,2024-01-24,2024,Remote
11366,AI Architect,57561,MI,FL,Israel,M,"TensorFlow, PyTorch, Statistics, Linux, AWS",Master,3,Telecommunications,DeepTech Ventures,2025-02-08,2025,On-Site
11367,AI Consultant,97958,EN,FT,Switzerland,M,"SQL, PyTorch, Docker, MLOps, Spark",Bachelor,1,Retail,Algorithmic Solutions,2024-12-08,2024,Remote
11368,AI Product Manager,41049,EN,FT,Israel,M,"TensorFlow, SQL, Deep Learning, AWS, R",Master,0,Energy,DeepTech Ventures,2024-01-27,2024,On-Site
11369,AI Software Engineer,85665,EN,CT,Denmark,M,"NLP, MLOps, Kubernetes, R, Statistics",PhD,1,Energy,Smart Analytics,2024-01-12,2024,On-Site
11370,ML Ops Engineer,330333,EX,FL,Switzerland,L,"Python, TensorFlow, Tableau",Master,13,Media,Cloud AI Solutions,2025-01-06,2025,On-Site
11371,NLP Engineer,64653,EN,FT,France,L,"Git, PyTorch, MLOps",Associate,0,Healthcare,Autonomous Tech,2024-07-09,2024,On-Site
11372,Robotics Engineer,114926,EX,PT,South Korea,M,"NLP, Computer Vision, AWS, Data Visualization, Statistics",Bachelor,19,Energy,AI Innovations,2024-03-08,2024,Remote
11373,NLP Engineer,209991,EX,FL,Switzerland,S,"Docker, Statistics, Mathematics",Associate,15,Media,Future Systems,2024-10-02,2024,Remote
11374,Autonomous Systems Engineer,118413,EX,PT,India,S,"MLOps, Scala, Python, Data Visualization",Associate,12,Technology,Quantum Computing Inc,2024-03-23,2024,Hybrid
11375,Deep Learning Engineer,103759,MI,PT,Australia,L,"Git, Docker, PyTorch, AWS, Kubernetes",Master,3,Energy,TechCorp Inc,2024-03-28,2024,On-Site
11376,AI Specialist,47253,EN,CT,Israel,M,"PyTorch, Docker, Spark",Bachelor,0,Real Estate,DeepTech Ventures,2025-04-30,2025,On-Site
11377,Head of AI,110781,EX,FT,South Korea,M,"Tableau, Scala, Statistics, Spark, Kubernetes",Associate,14,Finance,Predictive Systems,2024-08-20,2024,Hybrid
11378,AI Consultant,123467,EX,PT,Sweden,S,"TensorFlow, Scala, AWS, SQL",Associate,17,Energy,Quantum Computing Inc,2024-10-29,2024,Hybrid
11379,Computer Vision Engineer,100739,MI,FT,Germany,L,"AWS, R, Spark, Scala",PhD,2,Real Estate,Predictive Systems,2025-04-03,2025,Hybrid
11380,AI Software Engineer,61764,EN,FT,France,M,"Deep Learning, GCP, Azure, Python, NLP",Master,0,Finance,DataVision Ltd,2024-08-25,2024,Hybrid
11381,Principal Data Scientist,310470,EX,CT,United Kingdom,L,"Computer Vision, NLP, PyTorch, GCP",Associate,15,Government,Predictive Systems,2025-02-25,2025,Remote
11382,Head of AI,87567,MI,PT,Australia,S,"Spark, SQL, TensorFlow, Hadoop",PhD,2,Finance,DeepTech Ventures,2025-02-24,2025,Remote
11383,Robotics Engineer,73095,SE,PT,China,M,"Hadoop, SQL, Mathematics, Linux",Bachelor,8,Retail,Cloud AI Solutions,2024-07-14,2024,On-Site
11384,Data Engineer,88896,SE,FL,France,S,"SQL, Kubernetes, NLP",Bachelor,7,Healthcare,Algorithmic Solutions,2024-07-09,2024,On-Site
11385,AI Software Engineer,46637,EN,PT,China,S,"Linux, TensorFlow, Statistics",Bachelor,1,Gaming,Future Systems,2024-01-02,2024,Hybrid
11386,Machine Learning Engineer,302962,EX,CT,Netherlands,L,"Kubernetes, Linux, Git",Associate,18,Automotive,AI Innovations,2024-02-05,2024,On-Site
11387,Data Engineer,126970,SE,CT,Sweden,M,"Python, Java, Spark",Bachelor,7,Telecommunications,Autonomous Tech,2024-08-27,2024,On-Site
11388,Robotics Engineer,67421,EN,CT,Netherlands,S,"Kubernetes, Hadoop, Mathematics",Associate,1,Transportation,DeepTech Ventures,2024-09-08,2024,On-Site
11389,Head of AI,89657,SE,FT,Finland,S,"Python, TensorFlow, Statistics, Mathematics, Hadoop",PhD,6,Consulting,Predictive Systems,2025-01-08,2025,Hybrid
11390,Robotics Engineer,286540,EX,FL,Switzerland,L,"TensorFlow, Computer Vision, Git",Master,17,Transportation,Predictive Systems,2024-02-06,2024,Remote
11391,AI Product Manager,63059,MI,PT,Austria,M,"Azure, Statistics, Computer Vision, Java",PhD,4,Retail,TechCorp Inc,2024-08-20,2024,On-Site
11392,Computer Vision Engineer,70899,EN,PT,Singapore,M,"Git, Java, Statistics, Python",Bachelor,1,Retail,Predictive Systems,2024-02-03,2024,Hybrid
11393,ML Ops Engineer,97311,EN,FL,Switzerland,S,"Azure, TensorFlow, NLP, Spark",Master,0,Energy,Advanced Robotics,2024-07-23,2024,On-Site
11394,Computer Vision Engineer,96617,SE,PT,Finland,M,"Java, Kubernetes, GCP",Bachelor,7,Government,Future Systems,2024-08-12,2024,Hybrid
11395,AI Software Engineer,127730,SE,FL,Denmark,S,"Linux, Computer Vision, Scala, NLP, SQL",Bachelor,6,Finance,Cognitive Computing,2024-03-22,2024,Hybrid
11396,Deep Learning Engineer,112982,SE,PT,Germany,M,"AWS, SQL, GCP, Statistics, Linux",Master,9,Government,Cloud AI Solutions,2024-11-08,2024,Remote
11397,Robotics Engineer,277296,EX,FL,Norway,S,"MLOps, Linux, Python, Spark",PhD,19,Consulting,Digital Transformation LLC,2024-01-16,2024,On-Site
11398,Robotics Engineer,76844,EN,CT,France,L,"TensorFlow, Hadoop, Scala, Tableau, AWS",PhD,0,Media,DeepTech Ventures,2024-06-10,2024,On-Site
11399,AI Architect,127184,MI,FT,Netherlands,L,"GCP, AWS, Linux, SQL",Bachelor,4,Automotive,Advanced Robotics,2025-04-19,2025,Hybrid
11400,Computer Vision Engineer,66571,EN,FT,Germany,S,"Python, GCP, Azure, Scala, AWS",Associate,0,Finance,TechCorp Inc,2024-11-13,2024,Hybrid
11401,Data Scientist,159623,EX,FL,Singapore,S,"Git, Python, Data Visualization, Java",Bachelor,18,Transportation,Quantum Computing Inc,2024-10-05,2024,Remote
11402,Machine Learning Engineer,151341,SE,FL,Australia,L,"TensorFlow, Python, Mathematics",PhD,9,Media,Cloud AI Solutions,2024-05-06,2024,Hybrid
11403,Machine Learning Researcher,166389,EX,FT,Austria,M,"PyTorch, Scala, Tableau, TensorFlow",PhD,16,Automotive,Cloud AI Solutions,2025-04-08,2025,On-Site
11404,Data Engineer,63687,EN,PT,South Korea,L,"Kubernetes, Hadoop, R",Master,0,Manufacturing,AI Innovations,2025-03-14,2025,On-Site
11405,Data Engineer,125324,SE,CT,Norway,S,"Scala, Java, Kubernetes",Associate,6,Finance,Neural Networks Co,2024-01-10,2024,Hybrid
11406,Research Scientist,55748,EN,FT,Germany,S,"Tableau, SQL, Hadoop, PyTorch",Bachelor,1,Education,Digital Transformation LLC,2025-03-06,2025,On-Site
11407,AI Research Scientist,194935,EX,FT,China,L,"Data Visualization, Deep Learning, Git",Master,19,Healthcare,Machine Intelligence Group,2025-02-09,2025,Hybrid
11408,Research Scientist,68054,EN,FL,Canada,M,"Java, NLP, Git, SQL, Kubernetes",Associate,0,Energy,Smart Analytics,2024-09-05,2024,Hybrid
11409,Deep Learning Engineer,120637,EX,FL,Ireland,S,"GCP, Docker, Mathematics, R, Tableau",Associate,15,Education,Algorithmic Solutions,2025-02-24,2025,Hybrid
11410,AI Software Engineer,184304,EX,PT,France,L,"Computer Vision, Data Visualization, MLOps, Linux, Tableau",Bachelor,11,Consulting,Cognitive Computing,2025-01-27,2025,On-Site
11411,Principal Data Scientist,178280,SE,PT,Switzerland,M,"Statistics, Computer Vision, PyTorch",PhD,9,Finance,Neural Networks Co,2024-09-20,2024,On-Site
11412,AI Consultant,81924,EN,CT,Germany,L,"Statistics, Azure, R, Data Visualization",Associate,1,Retail,TechCorp Inc,2024-11-30,2024,On-Site
11413,AI Specialist,170185,EX,PT,France,S,"TensorFlow, SQL, Docker",Associate,17,Manufacturing,Cloud AI Solutions,2024-07-09,2024,Remote
11414,AI Product Manager,41522,EN,PT,Israel,S,"Scala, Azure, Data Visualization, Spark, Tableau",Associate,1,Gaming,Future Systems,2024-11-30,2024,Remote
